Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8399859,2019-01-05 18:43:20,2019-01-05 18:40:09,19778,6052068,19778,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399859/SRR8399859.sralite.1,SRX5209152,217228293_Ankur047-A1S-55-7_S47,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213666,SAMN10696885,simple,32630,synthetic construct,217228293_Ankur047-A1S-55-7_S47_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,B32A0FFA24310F73B50D15A01B7731D0,E7B747F08F1E9935479E56D4A306FA2C
SRR8399453,2019-01-05 18:42:28,2019-01-05 18:39:33,20917,6400602,20917,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399453/SRR8399453.sralite.1,SRX5209045,217228294_Ankur055-A2S-55-7_S55,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213559,SAMN10696901,simple,32630,synthetic construct,217228294_Ankur055-A2S-55-7_S55_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,D15A6ADB5F4B7CEE70F399CD1D2CC027,F7FADF441B97334C667B1FE8D2186E00
SRR8399593,2019-01-05 18:42:25,2019-01-05 18:39:45,20961,6414066,20961,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399593/SRR8399593.sralite.1,SRX5208905,217228295_Ankur058-A3S-55-2_S58,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213419,SAMN10696912,simple,32630,synthetic construct,217228295_Ankur058-A3S-55-2_S58_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,F8F7DA0027AB0E82B2F83CAFF468D738,90E272E015D249819BDA4C79C3DA0BCB
SRR8399887,2019-01-05 18:43:20,2019-01-05 18:40:34,30543,9346158,30543,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399887/SRR8399887.sralite.1,SRX5209124,217228312_Ankur113-C1S-45-1_S131,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213637,SAMN10697015,simple,32630,synthetic construct,217228312_Ankur113-C1S-45-1_S131_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,CFD91A568A63E1F20B8AB91B00614DAB,705209728CC17307904D244BECA18F29
SRR8399700,2019-01-05 18:42:23,2019-01-05 18:39:54,29168,8925408,29168,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399700/SRR8399700.sralite.1,SRX5208798,217228321_Ankur146-D2S-45-2_S164,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213312,SAMN10697080,simple,32630,synthetic construct,217228321_Ankur146-D2S-45-2_S164_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,C8E4F1B5C6C6B9094A77E5B7A4F38D36,D079C8154F49BF27815823C0F5EC1ACB
SRR8399865,2019-01-05 18:43:20,2019-01-05 18:40:33,21754,6656724,21754,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399865/SRR8399865.sralite.1,SRX5209146,217229260_Ankur015-A2S-45-7_S15,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213660,SAMN10696893,simple,32630,synthetic construct,217229260_Ankur015-A2S-45-7_S15_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,FB3651A3CD945C91EF00AE9F4F34C704,03AE216A05C6DAC221B829C074352E1D
SRR8399674,2019-01-05 18:42:24,2019-01-05 18:39:53,22448,6869088,22448,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399674/SRR8399674.sralite.1,SRX5208824,217229262_Ankur037-A6S-45-5_S37,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213338,SAMN10696939,simple,32630,synthetic construct,217229262_Ankur037-A6S-45-5_S37_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,E711080DF3CB75CE924F2D43DF12AB07,FDF2708E94154864602EA4A265B821BD
SRR8399759,2019-01-05 18:43:23,2019-01-05 18:39:58,18843,5765958,18843,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399759/SRR8399759.sralite.1,SRX5209252,217229270_Ankur066-A4S-55-2_S66,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213766,SAMN10696928,simple,32630,synthetic construct,217229270_Ankur066-A4S-55-2_S66_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,1A475B9BD8127335285459D74934AA72,EA41238A1FAE5BC514A9775B54C34789
SRR8399682,2019-01-05 18:42:24,2019-01-05 18:39:54,22380,6848280,22380,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399682/SRR8399682.sralite.1,SRX5208816,217229274_Ankur073-A6S-55-1_S73,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213330,SAMN10696943,simple,32630,synthetic construct,217229274_Ankur073-A6S-55-1_S73_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,53D5CB4307A5EF61528695CF4D7FBD3A,393CABFD4D476090541AA881799F9786
SRR8399525,2019-01-05 18:42:27,2019-01-05 18:39:37,17446,5338476,17446,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399525/SRR8399525.sralite.1,SRX5208973,217229275_Ankur079-A6S-55-7_S79,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213487,SAMN10696949,simple,32630,synthetic construct,217229275_Ankur079-A6S-55-7_S79_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,632A5BD011D702AE79D0A72383501AE8,4FE0E452A5FD2809F3A2C63B96D09B36
SRR8399817,2019-01-05 18:43:21,2019-01-05 18:40:10,29476,9019656,29476,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399817/SRR8399817.sralite.1,SRX5209194,217229278_Ankur089-B2S-45-1_S107,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213708,SAMN10696967,simple,32630,synthetic construct,217229278_Ankur089-B2S-45-1_S107_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,DE01682D77E3D1FFE0077B83623DC640,035EFE78D000AF36271D35D749590FED
SRR8399821,2019-01-05 18:43:21,2019-01-05 18:40:08,27912,8541072,27912,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399821/SRR8399821.sralite.1,SRX5209190,217229280_Ankur093-B2S-45-5_S111,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213704,SAMN10696971,simple,32630,synthetic construct,217229280_Ankur093-B2S-45-5_S111_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,7EB02DEC507B9A7FD041D69A92DB1533,F6440920FDCAC62BDF48016D686F2D91
SRR8399889,2019-01-05 18:43:20,2019-01-05 18:40:37,29675,9080550,29675,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399889/SRR8399889.sralite.1,SRX5209122,217229289_Ankur115-C1S-45-3_S133,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213635,SAMN10697017,simple,32630,synthetic construct,217229289_Ankur115-C1S-45-3_S133_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,3F3D862E60736190716105D38D59A50C,6841C9D66BC3306F434E0DC607DC32D1
SRR8399713,2019-01-05 18:42:23,2019-01-05 18:39:54,20856,6381936,20856,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399713/SRR8399713.sralite.1,SRX5208785,217230264_Ankur005-A1S-45-5_S5,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213299,SAMN10696875,simple,32630,synthetic construct,217230264_Ankur005-A1S-45-5_S5_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,FEADB2C8491C28E78A80816F5882E8B8,0AC3AB011AF23A1B6518B060E9C287A3
SRR8399908,2019-01-05 18:43:19,2019-01-05 18:40:35,20385,6237810,20385,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399908/SRR8399908.sralite.1,SRX5209103,217230267_Ankur026-A4S-45-2_S26,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213617,SAMN10696920,simple,32630,synthetic construct,217230267_Ankur026-A4S-45-2_S26_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,E45206EC85AADC97ABA5F31A51E7D681,9829049BE119F63E3D69EE65E6512B17
SRR8399678,2019-01-05 18:42:24,2019-01-05 18:39:50,19692,6025752,19692,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399678/SRR8399678.sralite.1,SRX5208820,217231264_Ankur033-A6S-45-1_S33,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213334,SAMN10696935,simple,32630,synthetic construct,217231264_Ankur033-A6S-45-1_S33_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,57D47D630D959FD6CCD1576F5AEF5647,4BC14910C165E25B290F9840122892B3
SRR8399718,2019-01-05 18:42:23,2019-01-05 18:39:52,19005,5815530,19005,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399718/SRR8399718.sralite.1,SRX5208780,217231267_Ankur046-A1S-55-6_S46,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213294,SAMN10696884,simple,32630,synthetic construct,217231267_Ankur046-A1S-55-6_S46_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,5F384CA789D589E90BDEDC34B40ACE0D,FB4F948097BFD76F115FECE49C301C1A
SRR8399905,2019-01-05 18:43:19,2019-01-05 18:40:37,22405,6855930,22405,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399905/SRR8399905.sralite.1,SRX5209106,217231271_Ankur061-A3S-55-5_S61,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213620,SAMN10696915,simple,32630,synthetic construct,217231271_Ankur061-A3S-55-5_S61_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,19B6D0D9F5D3D4EFE3F1E5160D74003F,DA654431FFCA00CB6819F5A786E69AC7
SRR8399903,2019-01-05 18:43:19,2019-01-05 18:40:34,20822,6371532,20822,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399903/SRR8399903.sralite.1,SRX5209108,217231272_Ankur063-A3S-55-7_S63,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213622,SAMN10696917,simple,32630,synthetic construct,217231272_Ankur063-A3S-55-7_S63_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,2C5C12E77B78FD096306E821253A431F,A4F7B22B668F828891B1CC8985D87B7E
SRR8399464,2019-01-05 18:42:28,2019-01-05 18:39:34,27739,8488134,27739,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399464/SRR8399464.sralite.1,SRX5209034,217231276_Ankur087-B1S-45-7_S105,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213548,SAMN10696957,simple,32630,synthetic construct,217231276_Ankur087-B1S-45-7_S105_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,3D932746DF23A30D44EA88CFCC5F2C55,310421DC98F4B82EC2064772A44D505D
SRR8399463,2019-01-05 18:42:28,2019-01-05 18:39:38,32569,9966114,32569,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399463/SRR8399463.sralite.1,SRX5209035,217231277_Ankur088-B1S-45-8_S106,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213549,SAMN10696958,simple,32630,synthetic construct,217231277_Ankur088-B1S-45-8_S106_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,F778EA212C3A88B3142E2BA0817DAE68,F3D8FD9C64F377D6094A7ED353F76866
SRR8399823,2019-01-05 18:43:21,2019-01-05 18:40:08,26913,8235378,26913,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399823/SRR8399823.sralite.1,SRX5209188,217231282_Ankur095-B2S-45-7_S113,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213702,SAMN10696973,simple,32630,synthetic construct,217231282_Ankur095-B2S-45-7_S113_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,E75785AC92461F4B135857DD40AD9C9D,980182CF6F56C8BE3093139C796A28A9
SRR8399731,2019-01-05 18:42:23,2019-01-05 18:39:57,24257,7422642,24257,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399731/SRR8399731.sralite.1,SRX5208767,217231297_Ankur178-B2S-55-2_S196,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213281,SAMN10696976,simple,32630,synthetic construct,217231297_Ankur178-B2S-55-2_S196_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,EEC9F1B95D84F895F00ED96112D38B41,8668B720E415816779A3D5EB03CC9B38
SRR8399873,2019-01-05 18:43:20,2019-01-05 18:40:32,23279,7123374,23279,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399873/SRR8399873.sralite.1,SRX5209138,217231305_Ankur197-B4S-55-5_S215,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213652,SAMN10697011,simple,32630,synthetic construct,217231305_Ankur197-B4S-55-5_S215_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,9A3FCB3130184906B1D03DE2BCC0F223,F7E89EC64D6F13002CBD44B1FB615EA8
SRR8399880,2019-01-05 18:43:20,2019-01-05 18:40:36,24421,7472826,24421,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399880/SRR8399880.sralite.1,SRX5209131,217231306_Ankur199-B4S-55-7_S217,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213645,SAMN10697013,simple,32630,synthetic construct,217231306_Ankur199-B4S-55-7_S217_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,CE9582DA01260BE3149E686F0EB943C8,100AB3287ED7EC898DD7971131AD16C9
SRR8399627,2019-01-05 18:42:25,2019-01-05 18:39:49,25320,7747920,25320,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399627/SRR8399627.sralite.1,SRX5208871,217231312_Ankur223-C3S-55-7_S241,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213385,SAMN10697061,simple,32630,synthetic construct,217231312_Ankur223-C3S-55-7_S241_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,F33BC91C1B03AA268E94AF49E9465F1F,32AC33A183D948F20E02DA697867958E
SRR8399630,2019-01-05 18:42:25,2019-01-05 18:39:48,24251,7420806,24251,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399630/SRR8399630.sralite.1,SRX5208868,217231313_Ankur224-C3S-55-8_S242,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213382,SAMN10697062,simple,32630,synthetic construct,217231313_Ankur224-C3S-55-8_S242_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,308305FEE68BDFF17BD96700D791BCE6,F1BAA5BEFFA57F95F755F4763B7474C9
SRR8399825,2019-01-05 18:43:21,2019-01-05 18:40:05,25882,7919892,25882,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399825/SRR8399825.sralite.1,SRX5209186,217231323_Ankur251-E2S-55-3_S269,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213700,SAMN10697121,simple,32630,synthetic construct,217231323_Ankur251-E2S-55-3_S269_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,035FFD9EE0F32CBF1861957403976D6F,D714A59CC917708E1AD7C55BE116B5B0
SRR8399957,2019-01-05 18:43:18,2019-01-05 18:40:38,18757,5739642,18757,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399957/SRR8399957.sralite.1,SRX5209054,217232226_Ankur018-A3S-45-2_S18,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213568,SAMN10696904,simple,32630,synthetic construct,217232226_Ankur018-A3S-45-2_S18_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,12CF8ADB2DA62263364EA5850660CC4A,40F5920F8456F27BCAD960B4ECFC5DB0
SRR8399588,2019-01-05 18:42:25,2019-01-05 18:39:41,19335,5916510,19335,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399588/SRR8399588.sralite.1,SRX5208910,217232227_Ankur019-A3S-45-3_S19,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213424,SAMN10696905,simple,32630,synthetic construct,217232227_Ankur019-A3S-45-3_S19_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,8A941642E040D4A4092C76572A54A161,1B0546EE91F8F7A26E24A3E05B89C629
SRR8399679,2019-01-05 18:42:24,2019-01-05 18:39:51,19419,5942214,19419,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399679/SRR8399679.sralite.1,SRX5208819,217232228_Ankur036-A6S-45-4_S36,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213333,SAMN10696938,simple,32630,synthetic construct,217232228_Ankur036-A6S-45-4_S36_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,831ED8CF363942DAE20D76ECF5714E3C,8C572DAB1EFF2C6A301C990BD783F2D8
SRR8399717,2019-01-05 18:42:23,2019-01-05 18:39:51,19739,6040134,19739,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399717/SRR8399717.sralite.1,SRX5208781,217232229_Ankur045-A1S-55-5_S45,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213295,SAMN10696883,simple,32630,synthetic construct,217232229_Ankur045-A1S-55-5_S45_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,1F6999D9FA4B5E351E3506D7ED1CEEB6,ACB6CDB8CE68A3DBDF29342F9B7475AC
SRR8399594,2019-01-05 18:42:25,2019-01-05 18:39:45,20339,6223734,20339,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399594/SRR8399594.sralite.1,SRX5208904,217232233_Ankur057-A3S-55-1_S57,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213418,SAMN10696911,simple,32630,synthetic construct,217232233_Ankur057-A3S-55-1_S57_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,23BC1D3556A3D771104CB7817F0B385D,7BF1DAE3E96BA88C8D6E23B7BB7A330C
SRR8399755,2019-01-05 18:43:23,2019-01-05 18:39:57,20560,6291360,20560,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399755/SRR8399755.sralite.1,SRX5209256,217232237_Ankur070-A4S-55-6_S70,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213770,SAMN10696932,simple,32630,synthetic construct,217232237_Ankur070-A4S-55-6_S70_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,02FE0B7C81FFBDEE3FC8903E6EC64B75,4C5C1FEEA2A1A78393FA9EF6D24BC5EB
SRR8399528,2019-01-05 18:42:26,2019-01-05 18:39:38,20963,6414678,20963,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399528/SRR8399528.sralite.1,SRX5208970,217232242_Ankur078-A6S-55-6_S78,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213484,SAMN10696948,simple,32630,synthetic construct,217232242_Ankur078-A6S-55-6_S78_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,063072264746FE29338FF28EC54C0B67,DE68B27F37CD14FD2C410778CD53F57F
SRR8399614,2019-01-05 18:42:25,2019-01-05 18:39:45,25558,7820748,25558,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399614/SRR8399614.sralite.1,SRX5208884,217232254_Ankur104-B3S-45-8_S122,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213398,SAMN10696990,simple,32630,synthetic construct,217232254_Ankur104-B3S-45-8_S122_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,6D3DF3A1FDCEA98BB405044552925764,FFBEEDC64EE31D7E8B4A7B615D9503F5
SRR8399502,2019-01-05 18:42:27,2019-01-05 18:39:40,26578,8132868,26578,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399502/SRR8399502.sralite.1,SRX5208996,217232256_Ankur109-B4S-45-5_S127,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213510,SAMN10697003,simple,32630,synthetic construct,217232256_Ankur109-B4S-45-5_S127_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,0369BF7FA08728E6B101C947CB0F0F61,43F184169DA81F3A3A04D9CB9E74E270
